,location,event,timestamp
627,Road 1,car,2022-01-07 13:02:52
628,Road 3,cow,2022-01-07 07:28:21
629,Road 2,cow,2022-01-07 09:27:06
630,Road 2,dog,2022-01-07 07:16:12
631,Road 3,car,2022-01-07 09:17:32
632,Road 2,car,2022-01-07 11:58:03
633,Road 3,car,2022-01-07 00:51:22
634,Road 2,dog,2022-01-07 09:45:47
635,Road 3,cow,2022-01-07 20:15:13
636,Road 1,car,2022-01-07 06:10:50
637,Road 1,car,2022-01-07 14:32:46
638,Road 2,person,2022-01-07 13:52:19
639,Road 1,car,2022-01-07 15:51:19
640,Road 1,dog,2022-01-07 02:57:45
641,Road 3,cow,2022-01-07 05:58:42
642,Road 3,person,2022-01-07 23:23:25
643,Road 1,car,2022-01-07 09:35:09
644,Road 2,car,2022-01-07 08:36:33
645,Road 2,car,2022-01-07 09:36:51
646,Road 3,cow,2022-01-07 01:10:02
647,Road 2,cow,2022-01-07 23:22:21
648,Road 3,person,2022-01-07 21:23:01
649,Road 3,person,2022-01-07 07:52:28
650,Road 2,car,2022-01-07 12:59:09
651,Road 3,cow,2022-01-07 04:25:35
652,Road 1,person,2022-01-07 08:46:41
653,Road 3,car,2022-01-07 15:23:09
654,Road 2,car,2022-01-07 14:01:31
655,Road 2,cow,2022-01-07 18:41:26
656,Road 3,cow,2022-01-07 16:27:59
657,Road 2,car,2022-01-07 06:30:11
658,Road 1,dog,2022-01-07 13:50:11
659,Road 2,car,2022-01-07 01:33:17
660,Road 3,person,2022-01-07 04:25:09
661,Road 3,car,2022-01-07 07:42:19
662,Road 3,dog,2022-01-07 05:19:13
663,Road 1,person,2022-01-07 10:22:37
664,Road 3,cow,2022-01-07 11:55:34
665,Road 3,dog,2022-01-07 01:04:35
666,Road 3,dog,2022-01-07 07:40:21
667,Road 3,car,2022-01-07 00:23:10
668,Road 2,car,2022-01-07 18:20:46
669,Road 3,car,2022-01-07 17:43:49
670,Road 2,person,2022-01-07 02:03:39
671,Road 3,person,2022-01-07 01:25:47
672,Road 2,car,2022-01-07 15:19:04
673,Road 3,car,2022-01-07 17:40:10
674,Road 1,dog,2022-01-07 03:51:58
675,Road 2,car,2022-01-07 05:12:36
676,Road 2,car,2022-01-07 17:50:22
677,Road 2,car,2022-01-07 19:35:06
678,Road 2,person,2022-01-07 00:00:51
679,Road 3,dog,2022-01-07 06:09:32
680,Road 2,person,2022-01-07 16:42:41
681,Road 3,cow,2022-01-07 09:03:53
682,Road 2,person,2022-01-07 14:09:16
683,Road 2,dog,2022-01-07 13:42:34
684,Road 2,cow,2022-01-07 02:34:30
685,Road 1,car,2022-01-07 19:27:20
686,Road 2,person,2022-01-07 00:20:50
687,Road 3,cow,2022-01-07 02:48:23
688,Road 2,person,2022-01-07 11:11:26
689,Road 2,cow,2022-01-07 01:04:09
690,Road 1,person,2022-01-07 15:23:36
691,Road 2,person,2022-01-07 17:55:43
692,Road 3,car,2022-01-07 02:04:47
693,Road 3,car,2022-01-07 17:48:28
694,Road 2,cow,2022-01-07 03:38:08
695,Road 3,car,2022-01-07 18:32:56
696,Road 1,cow,2022-01-07 08:57:54
697,Road 3,person,2022-01-07 20:26:53
698,Road 2,cow,2022-01-07 09:48:59
699,Road 2,car,2022-01-07 02:05:38
700,Road 3,car,2022-01-08 14:06:24
701,Road 2,dog,2022-01-08 21:06:44
702,Road 3,dog,2022-01-08 05:02:07
703,Road 3,person,2022-01-08 21:20:07
704,Road 2,car,2022-01-08 09:23:31
705,Road 2,car,2022-01-08 01:33:14
706,Road 3,dog,2022-01-08 10:10:53
707,Road 2,car,2022-01-08 19:52:46
708,Road 2,person,2022-01-08 06:30:08
709,Road 3,person,2022-01-08 10:27:25
710,Road 2,dog,2022-01-08 22:52:44
711,Road 3,person,2022-01-08 21:14:02
712,Road 2,person,2022-01-08 21:18:00
713,Road 3,car,2022-01-08 10:50:02
714,Road 2,cow,2022-01-08 02:27:51
715,Road 2,person,2022-01-08 22:41:46
716,Road 1,car,2022-01-08 06:10:58
717,Road 1,person,2022-01-08 00:59:46
718,Road 1,person,2022-01-08 15:13:35
719,Road 2,car,2022-01-08 04:38:36
720,Road 3,person,2022-01-08 19:55:20
721,Road 3,person,2022-01-08 22:41:51
722,Road 1,car,2022-01-08 20:35:34
723,Road 3,cow,2022-01-08 12:59:55
724,Road 1,cow,2022-01-08 00:56:14
725,Road 2,person,2022-01-08 21:07:45
726,Road 2,person,2022-01-08 05:36:21
727,Road 1,cow,2022-01-08 20:19:33
728,Road 3,car,2022-01-08 04:38:14
729,Road 3,person,2022-01-08 23:33:22
730,Road 2,cow,2022-01-08 20:08:57
731,Road 2,person,2022-01-08 19:27:01
732,Road 3,car,2022-01-08 18:23:07
733,Road 3,person,2022-01-08 08:08:00
734,Road 3,person,2022-01-08 17:31:48
735,Road 3,car,2022-01-08 18:28:08
736,Road 3,car,2022-01-08 11:21:51
737,Road 3,cow,2022-01-08 03:25:38
738,Road 1,car,2022-01-08 01:05:57
739,Road 3,person,2022-01-08 21:16:27
740,Road 3,car,2022-01-08 16:12:12
741,Road 2,cow,2022-01-08 10:24:53
742,Road 2,car,2022-01-08 15:56:51
743,Road 3,cow,2022-01-08 23:09:31
744,Road 3,cow,2022-01-08 10:07:31
745,Road 1,person,2022-01-08 02:18:00
746,Road 2,car,2022-01-08 02:09:23
747,Road 2,car,2022-01-08 09:49:25
748,Road 3,dog,2022-01-08 16:50:55
749,Road 2,car,2022-01-08 20:57:38
750,Road 1,car,2022-01-08 13:38:51
751,Road 1,car,2022-01-08 06:05:00
752,Road 3,dog,2022-01-08 17:49:18
753,Road 3,person,2022-01-08 08:41:51
754,Road 3,car,2022-01-08 16:31:11
755,Road 1,car,2022-01-08 01:37:38
756,Road 1,person,2022-01-08 18:22:36
757,Road 3,car,2022-01-08 13:06:52
758,Road 2,cow,2022-01-08 11:25:51
759,Road 3,person,2022-01-08 19:27:14
760,Road 3,car,2022-01-08 02:48:45
761,Road 2,car,2022-01-08 21:23:53
762,Road 1,cow,2022-01-08 23:47:07
763,Road 3,cow,2022-01-08 06:59:12
764,Road 2,person,2022-01-08 06:39:21
765,Road 3,car,2022-01-08 19:21:13
766,Road 3,dog,2022-01-08 12:33:25
767,Road 3,car,2022-01-08 18:54:04
768,Road 3,car,2022-01-08 00:36:36
769,Road 2,car,2022-01-08 07:35:02
770,Road 2,person,2022-01-08 21:28:25
771,Road 1,car,2022-01-08 03:15:12
772,Road 2,car,2022-01-08 05:01:55
773,Road 1,cow,2022-01-08 05:31:44
774,Road 3,person,2022-01-08 08:52:20
775,Road 3,person,2022-01-08 07:46:22
776,Road 1,car,2022-01-08 16:46:12
777,Road 3,car,2022-01-08 19:44:37
778,Road 1,cow,2022-01-08 07:55:12
779,Road 1,car,2022-01-08 08:50:03
780,Road 3,cow,2022-01-08 23:49:15
781,Road 3,car,2022-01-08 12:22:17
782,Road 1,car,2022-01-08 00:47:48
783,Road 1,cow,2022-01-08 00:52:29
784,Road 3,person,2022-01-08 12:50:06
785,Road 3,car,2022-01-08 19:17:37
786,Road 3,car,2022-01-08 05:17:28
787,Road 2,person,2022-01-08 20:58:32
788,Road 3,person,2022-01-08 09:01:15
789,Road 2,person,2022-01-08 03:54:54
790,Road 3,car,2022-01-08 17:45:40
791,Road 3,dog,2022-01-08 10:29:05
792,Road 3,person,2022-01-08 17:19:48
793,Road 3,cow,2022-01-08 04:19:43
794,Road 2,person,2022-01-08 10:31:14
795,Road 3,cow,2022-01-08 13:11:00
796,Road 3,dog,2022-01-08 19:56:58
797,Road 2,person,2022-01-08 01:03:32
798,Road 2,car,2022-01-08 18:55:49
799,Road 2,person,2022-01-08 18:47:31
800,Road 3,car,2022-01-09 09:36:35
801,Road 3,person,2022-01-09 09:34:16
802,Road 3,person,2022-01-09 19:56:16
803,Road 2,car,2022-01-09 17:49:34
804,Road 1,car,2022-01-09 01:23:33
805,Road 1,car,2022-01-09 22:18:05
806,Road 3,car,2022-01-09 19:52:50
807,Road 1,dog,2022-01-09 18:19:05
808,Road 2,car,2022-01-09 07:54:40
809,Road 1,cow,2022-01-09 10:57:29
810,Road 1,person,2022-01-09 00:17:47
811,Road 1,car,2022-01-09 01:25:35
812,Road 1,dog,2022-01-09 22:30:39
813,Road 3,cow,2022-01-09 12:49:13
814,Road 3,car,2022-01-09 02:24:58
815,Road 2,car,2022-01-09 22:38:45
816,Road 3,person,2022-01-09 21:10:05
817,Road 3,dog,2022-01-09 10:56:49
818,Road 2,dog,2022-01-09 08:57:33
819,Road 1,person,2022-01-09 02:12:17
820,Road 1,cow,2022-01-09 04:10:21
821,Road 2,car,2022-01-09 14:11:30
822,Road 2,person,2022-01-09 05:04:15
823,Road 2,cow,2022-01-09 04:48:23
824,Road 3,person,2022-01-09 14:24:42
825,Road 2,car,2022-01-09 11:12:55
826,Road 2,person,2022-01-09 23:45:01
827,Road 3,cow,2022-01-09 12:43:51
828,Road 3,car,2022-01-09 14:27:33
829,Road 1,car,2022-01-09 12:04:09
830,Road 1,car,2022-01-09 22:36:06
831,Road 2,car,2022-01-09 23:26:30
832,Road 1,car,2022-01-09 06:16:38
833,Road 1,car,2022-01-09 13:30:34
834,Road 1,person,2022-01-09 20:56:20
835,Road 2,car,2022-01-09 08:24:01
836,Road 3,person,2022-01-09 09:19:29
837,Road 2,cow,2022-01-09 08:39:27
838,Road 2,car,2022-01-09 05:20:26
839,Road 2,car,2022-01-09 08:08:27
840,Road 2,person,2022-01-09 03:37:36
841,Road 3,person,2022-01-09 10:34:59
842,Road 2,car,2022-01-09 10:51:24
843,Road 2,cow,2022-01-09 21:25:41
844,Road 2,dog,2022-01-09 13:54:58
845,Road 2,person,2022-01-09 11:53:47
846,Road 2,car,2022-01-09 11:15:38
847,Road 1,car,2022-01-09 06:44:03
848,Road 1,dog,2022-01-09 18:31:25
849,Road 3,car,2022-01-09 21:26:23
850,Road 2,car,2022-01-09 05:27:21
851,Road 3,person,2022-01-09 07:38:27
852,Road 3,car,2022-01-09 14:31:58
853,Road 3,person,2022-01-09 04:56:32
854,Road 2,car,2022-01-09 23:59:32
855,Road 2,car,2022-01-09 23:42:03
856,Road 3,dog,2022-01-09 02:50:39
857,Road 3,car,2022-01-09 11:06:53
858,Road 3,car,2022-01-09 07:57:25
859,Road 3,car,2022-01-09 00:20:44
860,Road 2,person,2022-01-09 03:42:59
861,Road 3,car,2022-01-09 01:39:56
862,Road 3,car,2022-01-09 08:58:18
863,Road 2,car,2022-01-09 13:36:12
864,Road 1,cow,2022-01-09 04:03:29
865,Road 3,person,2022-01-09 12:32:07
866,Road 2,dog,2022-01-09 13:16:12
867,Road 3,dog,2022-01-09 11:48:57
868,Road 3,dog,2022-01-09 20:25:13
869,Road 3,person,2022-01-09 18:47:15
870,Road 1,cow,2022-01-09 12:38:41
871,Road 3,car,2022-01-09 22:02:28
872,Road 3,dog,2022-01-09 08:45:20
873,Road 1,car,2022-01-09 22:14:14
874,Road 2,car,2022-01-09 10:08:40
875,Road 2,person,2022-01-09 07:46:26
876,Road 1,car,2022-01-09 10:50:10
877,Road 3,person,2022-01-09 02:59:28
878,Road 3,dog,2022-01-09 23:30:51
879,Road 2,person,2022-01-09 05:15:39
880,Road 3,cow,2022-01-09 01:03:14
881,Road 3,person,2022-01-09 21:46:37
882,Road 2,dog,2022-01-09 04:59:02
883,Road 3,car,2022-01-09 04:14:13
884,Road 2,car,2022-01-09 15:07:43
885,Road 3,person,2022-01-09 11:32:26
886,Road 3,car,2022-01-09 10:36:49
887,Road 2,cow,2022-01-09 15:19:51
888,Road 3,car,2022-01-09 20:07:33
889,Road 3,cow,2022-01-09 23:45:44
890,Road 3,person,2022-01-09 11:17:22
891,Road 3,car,2022-01-09 15:53:24
892,Road 3,car,2022-01-09 17:25:43
893,Road 2,person,2022-01-09 07:14:34
894,Road 3,cow,2022-01-09 09:36:18
895,Road 3,person,2022-01-09 12:27:41
896,Road 1,car,2022-01-09 12:18:21
897,Road 1,cow,2022-01-09 13:04:49
898,Road 1,person,2022-01-09 02:03:28
899,Road 2,car,2022-01-09 20:50:48
900,Road 3,car,2022-01-10 11:42:21
901,Road 1,person,2022-01-10 15:25:19
902,Road 3,car,2022-01-10 22:50:09
903,Road 3,dog,2022-01-10 10:40:38
904,Road 1,cow,2022-01-10 08:30:11
905,Road 3,car,2022-01-10 06:20:45
906,Road 3,car,2022-01-10 04:01:51
907,Road 3,car,2022-01-10 00:36:27
908,Road 1,person,2022-01-10 16:06:50
909,Road 3,car,2022-01-10 03:54:59
910,Road 1,cow,2022-01-10 23:37:30
911,Road 1,person,2022-01-10 23:08:47
912,Road 3,car,2022-01-10 18:10:41
913,Road 3,cow,2022-01-10 14:05:46
914,Road 3,person,2022-01-10 19:39:50
915,Road 2,cow,2022-01-10 12:20:25
916,Road 3,person,2022-01-10 13:38:11
917,Road 1,dog,2022-01-10 02:28:30
918,Road 3,cow,2022-01-10 00:21:54
919,Road 2,cow,2022-01-10 20:51:21
920,Road 2,cow,2022-01-10 15:19:19
921,Road 3,car,2022-01-10 16:14:28
922,Road 3,cow,2022-01-10 08:48:02
923,Road 3,person,2022-01-10 00:57:01
924,Road 1,cow,2022-01-10 20:06:22
925,Road 3,cow,2022-01-10 22:53:38
926,Road 1,car,2022-01-10 14:12:31
927,Road 1,car,2022-01-10 09:33:16
928,Road 3,cow,2022-01-10 12:43:37
929,Road 1,car,2022-01-10 11:45:59
930,Road 3,person,2022-01-10 12:25:45
931,Road 2,cow,2022-01-10 16:15:26
932,Road 2,car,2022-01-10 10:42:24
933,Road 2,person,2022-01-10 19:52:28
934,Road 1,cow,2022-01-10 22:09:14
935,Road 3,car,2022-01-10 09:37:16
936,Road 3,cow,2022-01-10 20:02:31
937,Road 2,car,2022-01-10 08:40:59
938,Road 3,person,2022-01-10 20:04:22
939,Road 2,car,2022-01-10 06:26:55
940,Road 3,car,2022-01-10 21:19:49
941,Road 1,person,2022-01-10 17:52:49
942,Road 2,car,2022-01-10 00:10:45
943,Road 1,person,2022-01-10 22:11:02
944,Road 1,car,2022-01-10 18:11:27
945,Road 3,person,2022-01-10 17:38:44
946,Road 2,car,2022-01-10 17:42:43
947,Road 1,car,2022-01-10 23:02:48
948,Road 1,dog,2022-01-10 12:03:35
949,Road 2,cow,2022-01-10 18:58:34
950,Road 1,person,2022-01-10 22:24:00
951,Road 2,person,2022-01-10 23:22:47
952,Road 1,cow,2022-01-10 20:40:34
953,Road 2,person,2022-01-10 05:09:26
954,Road 2,dog,2022-01-10 17:30:55
955,Road 3,car,2022-01-10 14:23:43
956,Road 2,car,2022-01-10 12:22:26
957,Road 1,car,2022-01-10 11:57:46
958,Road 3,cow,2022-01-10 04:39:34
959,Road 2,cow,2022-01-10 09:09:19
960,Road 2,car,2022-01-10 02:18:27
961,Road 3,person,2022-01-10 22:29:35
962,Road 2,person,2022-01-10 00:47:12
963,Road 2,dog,2022-01-10 01:33:40
964,Road 3,dog,2022-01-10 13:51:59
965,Road 2,cow,2022-01-10 02:50:36
966,Road 2,person,2022-01-10 12:16:40
967,Road 2,person,2022-01-10 01:22:44
968,Road 3,cow,2022-01-10 03:57:07
969,Road 2,dog,2022-01-10 16:41:26
970,Road 2,cow,2022-01-10 04:52:28
971,Road 3,car,2022-01-10 01:08:21
972,Road 3,car,2022-01-10 14:48:51
973,Road 1,car,2022-01-10 11:46:04
974,Road 2,person,2022-01-10 01:14:20
975,Road 3,car,2022-01-10 15:03:46
976,Road 3,dog,2022-01-10 11:34:54
977,Road 1,person,2022-01-10 16:11:04
978,Road 1,cow,2022-01-10 18:00:09
979,Road 1,car,2022-01-10 03:59:56
980,Road 3,person,2022-01-10 16:55:11
981,Road 3,dog,2022-01-10 03:43:05
982,Road 3,car,2022-01-10 06:44:04
983,Road 2,cow,2022-01-10 18:56:26
984,Road 3,person,2022-01-10 15:29:05
985,Road 3,dog,2022-01-10 09:44:24
986,Road 3,person,2022-01-10 11:22:28
987,Road 2,person,2022-01-10 06:11:23
988,Road 2,cow,2022-01-10 01:05:15
989,Road 3,car,2022-01-10 06:59:04
990,Road 1,car,2022-01-10 16:04:48
991,Road 3,car,2022-01-10 16:19:36
992,Road 3,car,2022-01-10 17:45:04
993,Road 1,person,2022-01-10 20:45:00
994,Road 2,car,2022-01-10 19:09:19
995,Road 1,person,2022-01-10 19:29:52
996,Road 1,cow,2022-01-10 23:52:42
997,Road 3,car,2022-01-10 15:05:42
998,Road 3,car,2022-01-10 19:36:06
999,Road 2,car,2022-01-10 22:19:02
1000,Road 3,person,2022-01-11 09:44:46
1001,Road 2,car,2022-01-11 14:50:58
1002,Road 3,dog,2022-01-11 04:28:15
1003,Road 3,car,2022-01-11 13:38:49
1004,Road 1,cow,2022-01-11 12:37:32
1005,Road 3,dog,2022-01-11 00:09:01
1006,Road 3,dog,2022-01-11 06:05:32
1007,Road 2,car,2022-01-11 16:44:21
1008,Road 3,car,2022-01-11 10:11:23
1009,Road 2,car,2022-01-11 10:37:21
1010,Road 1,car,2022-01-11 18:11:59
1011,Road 2,person,2022-01-11 17:03:40
1012,Road 3,person,2022-01-11 05:47:31
1013,Road 3,cow,2022-01-11 07:50:04
1014,Road 3,car,2022-01-11 17:16:41
1015,Road 1,car,2022-01-11 11:24:56
1016,Road 3,car,2022-01-11 11:13:13
1017,Road 2,person,2022-01-11 03:09:33
1018,Road 3,cow,2022-01-11 08:36:16
1019,Road 2,car,2022-01-11 01:05:22
1020,Road 3,person,2022-01-11 17:18:43
1021,Road 1,car,2022-01-11 19:14:56
1022,Road 1,dog,2022-01-11 23:44:38
1023,Road 2,cow,2022-01-11 03:38:14
1024,Road 2,car,2022-01-11 22:06:25
1025,Road 2,car,2022-01-11 18:39:11
1026,Road 2,cow,2022-01-11 09:05:14
1027,Road 3,person,2022-01-11 22:05:14
1028,Road 3,cow,2022-01-11 02:22:30
1029,Road 1,person,2022-01-11 02:20:41
1030,Road 3,car,2022-01-11 18:51:43
1031,Road 2,person,2022-01-11 12:51:11
1032,Road 2,cow,2022-01-11 15:32:58
1033,Road 3,cow,2022-01-11 06:38:10
1034,Road 2,person,2022-01-11 11:28:16
1035,Road 3,car,2022-01-11 10:12:30
1036,Road 3,car,2022-01-11 14:05:31
1037,Road 2,cow,2022-01-11 20:17:36
1038,Road 3,person,2022-01-11 03:16:16
1039,Road 3,person,2022-01-11 06:42:34
1040,Road 3,dog,2022-01-11 03:08:13
1041,Road 2,dog,2022-01-11 03:49:59
1042,Road 2,car,2022-01-11 07:01:11
1043,Road 2,car,2022-01-11 03:28:49
1044,Road 1,person,2022-01-11 19:35:33
1045,Road 2,person,2022-01-11 15:57:30
1046,Road 2,car,2022-01-11 18:19:13
1047,Road 2,dog,2022-01-11 17:37:04
1048,Road 1,person,2022-01-11 01:34:20
1049,Road 2,cow,2022-01-11 23:35:01
1050,Road 1,car,2022-01-11 04:58:42
1051,Road 2,cow,2022-01-11 22:33:30
1052,Road 3,person,2022-01-11 04:23:25
1053,Road 3,car,2022-01-11 16:10:18
1054,Road 2,dog,2022-01-11 13:20:08
1055,Road 3,dog,2022-01-11 18:49:39
1056,Road 3,cow,2022-01-11 12:29:59
1057,Road 3,car,2022-01-11 14:19:19
1058,Road 2,car,2022-01-11 03:15:59
1059,Road 3,person,2022-01-11 14:13:18
1060,Road 1,dog,2022-01-11 09:20:15
1061,Road 3,person,2022-01-11 04:02:45
1062,Road 3,cow,2022-01-11 11:15:58
1063,Road 3,person,2022-01-11 07:08:27
1064,Road 2,car,2022-01-11 15:54:00
1065,Road 3,car,2022-01-11 13:47:34
1066,Road 1,person,2022-01-11 15:43:22
1067,Road 2,car,2022-01-11 03:29:54
1068,Road 1,person,2022-01-11 23:34:43
1069,Road 1,person,2022-01-11 04:47:29
1070,Road 3,person,2022-01-11 18:13:40
1071,Road 3,car,2022-01-11 03:43:18
1072,Road 1,cow,2022-01-11 22:00:56
1073,Road 2,car,2022-01-11 21:45:57
1074,Road 3,person,2022-01-11 07:16:14
1075,Road 1,person,2022-01-11 05:33:21
1076,Road 3,car,2022-01-11 21:37:13
1077,Road 3,person,2022-01-11 10:54:34
1078,Road 3,dog,2022-01-11 16:46:51
1079,Road 1,person,2022-01-11 23:40:55
1080,Road 3,person,2022-01-11 10:10:23
1081,Road 1,car,2022-01-11 04:36:43
1082,Road 3,person,2022-01-11 03:12:03
1083,Road 2,person,2022-01-11 23:04:04
1084,Road 3,dog,2022-01-11 21:27:45
1085,Road 3,person,2022-01-11 21:21:28
1086,Road 3,car,2022-01-11 12:18:33
1087,Road 1,cow,2022-01-11 21:13:11
1088,Road 1,car,2022-01-11 19:43:12
1089,Road 1,cow,2022-01-11 21:25:39
1090,Road 3,cow,2022-01-11 01:39:12
1091,Road 2,cow,2022-01-11 07:53:13
1092,Road 3,car,2022-01-11 22:20:01
1093,Road 1,car,2022-01-11 09:13:49
1094,Road 3,person,2022-01-11 06:44:13
1095,Road 3,car,2022-01-11 12:01:11
1096,Road 3,car,2022-01-11 00:07:33
1097,Road 1,car,2022-01-11 22:59:57
1098,Road 3,person,2022-01-11 20:26:21
1099,Road 3,dog,2022-01-11 05:06:46
1100,Road 3,car,2022-01-12 10:51:31
1101,Road 3,person,2022-01-12 20:28:53
1102,Road 1,person,2022-01-12 02:14:06
1103,Road 2,car,2022-01-12 03:17:38
1104,Road 3,person,2022-01-12 03:07:56
1105,Road 2,cow,2022-01-12 01:03:09
1106,Road 2,car,2022-01-12 15:36:20
1107,Road 2,car,2022-01-12 22:25:09
1108,Road 1,car,2022-01-12 10:52:50
1109,Road 3,person,2022-01-12 12:04:31
1110,Road 1,person,2022-01-12 10:15:19
1111,Road 3,car,2022-01-12 05:11:32
1112,Road 3,dog,2022-01-12 02:49:59
1113,Road 2,person,2022-01-12 15:38:27
1114,Road 3,car,2022-01-12 13:57:36
1115,Road 3,dog,2022-01-12 14:20:45
1116,Road 1,person,2022-01-12 22:17:31
1117,Road 2,cow,2022-01-12 09:13:08
1118,Road 2,car,2022-01-12 23:17:56
1119,Road 2,car,2022-01-12 21:59:22
1120,Road 2,person,2022-01-12 12:28:56
1121,Road 2,person,2022-01-12 02:42:23
1122,Road 3,car,2022-01-12 19:22:35
1123,Road 2,person,2022-01-12 18:57:37
1124,Road 2,cow,2022-01-12 12:05:25
1125,Road 3,person,2022-01-12 00:18:50
1126,Road 2,car,2022-01-12 01:49:55
1127,Road 2,person,2022-01-12 15:16:38
1128,Road 2,dog,2022-01-12 23:58:58
1129,Road 3,person,2022-01-12 08:21:39
1130,Road 3,cow,2022-01-12 04:58:19
1131,Road 3,person,2022-01-12 01:22:10
1132,Road 1,person,2022-01-12 13:12:18
1133,Road 2,dog,2022-01-12 23:09:17
1134,Road 2,car,2022-01-12 14:18:31
1135,Road 1,cow,2022-01-12 18:52:15
1136,Road 3,person,2022-01-12 11:07:46
1137,Road 3,cow,2022-01-12 03:08:09
1138,Road 1,person,2022-01-12 10:50:09
1139,Road 2,car,2022-01-12 19:17:26
1140,Road 3,car,2022-01-12 13:01:50
1141,Road 3,person,2022-01-12 22:43:59
1142,Road 3,car,2022-01-12 15:40:38
1143,Road 3,person,2022-01-12 09:34:56
1144,Road 3,dog,2022-01-12 22:16:58
1145,Road 3,car,2022-01-12 19:10:03
1146,Road 2,dog,2022-01-12 16:58:01
1147,Road 3,car,2022-01-12 20:54:18
1148,Road 1,cow,2022-01-12 07:25:25
1149,Road 1,car,2022-01-12 11:45:03
1150,Road 3,car,2022-01-12 03:12:33
1151,Road 3,dog,2022-01-12 22:37:06
1152,Road 3,car,2022-01-12 19:15:27
1153,Road 2,cow,2022-01-12 03:36:03
1154,Road 3,cow,2022-01-12 21:42:52
1155,Road 2,cow,2022-01-12 08:30:09
1156,Road 3,person,2022-01-12 13:53:42
1157,Road 3,person,2022-01-12 05:58:26
1158,Road 3,car,2022-01-12 12:29:50
1159,Road 3,person,2022-01-12 17:30:16
1160,Road 3,car,2022-01-12 21:26:33
1161,Road 2,cow,2022-01-12 15:26:27
1162,Road 1,person,2022-01-12 23:08:06
1163,Road 3,car,2022-01-12 19:57:26
1164,Road 3,person,2022-01-12 22:34:41
1165,Road 3,cow,2022-01-12 01:34:53
1166,Road 3,car,2022-01-12 16:06:11
1167,Road 3,car,2022-01-12 10:32:19
1168,Road 2,car,2022-01-12 21:53:52
1169,Road 3,dog,2022-01-12 05:48:05
1170,Road 1,cow,2022-01-12 07:45:47
1171,Road 2,person,2022-01-12 22:50:22
1172,Road 1,cow,2022-01-12 00:45:05
1173,Road 3,car,2022-01-12 01:03:23
1174,Road 1,car,2022-01-12 05:42:37
1175,Road 2,car,2022-01-12 21:03:54
1176,Road 3,cow,2022-01-12 20:29:21
1177,Road 2,cow,2022-01-12 07:08:57
1178,Road 3,person,2022-01-12 15:28:00
1179,Road 3,cow,2022-01-12 17:07:44
1180,Road 3,car,2022-01-12 10:05:13
1181,Road 3,car,2022-01-12 13:54:29
1182,Road 3,car,2022-01-12 11:51:30
1183,Road 3,cow,2022-01-12 00:34:51
1184,Road 2,dog,2022-01-12 13:08:16
1185,Road 1,person,2022-01-12 06:56:38
1186,Road 2,car,2022-01-12 11:42:00
1187,Road 2,dog,2022-01-12 21:57:39
1188,Road 1,car,2022-01-12 10:58:32
1189,Road 2,cow,2022-01-12 09:09:59
1190,Road 2,car,2022-01-12 00:00:35
1191,Road 3,car,2022-01-12 06:10:41
1192,Road 1,person,2022-01-12 08:31:38
1193,Road 3,dog,2022-01-12 06:57:11
1194,Road 1,car,2022-01-12 17:49:04
1195,Road 3,car,2022-01-12 10:09:10
1196,Road 2,car,2022-01-12 17:09:34
1197,Road 3,person,2022-01-12 14:16:05
1198,Road 2,car,2022-01-12 07:15:45
1199,Road 3,person,2022-01-12 07:00:48
1200,Road 1,cow,2022-01-13 00:54:05
1201,Road 2,dog,2022-01-13 22:07:51
1202,Road 2,car,2022-01-13 18:17:52
1203,Road 2,person,2022-01-13 12:07:55
1204,Road 2,person,2022-01-13 14:57:30
1205,Road 1,car,2022-01-13 14:17:22
1206,Road 2,car,2022-01-13 23:40:39
1207,Road 3,person,2022-01-13 07:26:40
1208,Road 3,person,2022-01-13 18:50:43
1209,Road 1,car,2022-01-13 20:07:00
1210,Road 3,dog,2022-01-13 16:18:06
1211,Road 3,car,2022-01-13 03:01:09
1212,Road 2,car,2022-01-13 19:37:03
1213,Road 1,car,2022-01-13 08:50:12
1214,Road 3,cow,2022-01-13 19:36:29
1215,Road 3,car,2022-01-13 13:15:45
1216,Road 3,car,2022-01-13 07:13:39
1217,Road 1,car,2022-01-13 06:31:31
1218,Road 3,car,2022-01-13 01:07:12
1219,Road 3,car,2022-01-13 23:04:29
1220,Road 3,cow,2022-01-13 05:21:02
1221,Road 2,dog,2022-01-13 01:51:10
1222,Road 3,car,2022-01-13 14:26:16
1223,Road 3,person,2022-01-13 01:37:41
1224,Road 3,car,2022-01-13 04:04:47
1225,Road 1,car,2022-01-13 23:12:55
1226,Road 3,car,2022-01-13 19:59:51
1227,Road 2,car,2022-01-13 23:37:29
1228,Road 3,person,2022-01-13 06:18:15
1229,Road 3,person,2022-01-13 20:22:37
1230,Road 3,cow,2022-01-13 20:27:08
1231,Road 2,person,2022-01-13 15:13:46
1232,Road 3,car,2022-01-13 03:50:39
1233,Road 3,car,2022-01-13 18:14:43
1234,Road 3,cow,2022-01-13 03:52:20
1235,Road 3,person,2022-01-13 07:49:49
1236,Road 3,person,2022-01-13 01:18:48
1237,Road 3,car,2022-01-13 03:44:58
1238,Road 2,car,2022-01-13 23:46:45
1239,Road 3,car,2022-01-13 20:30:27
1240,Road 1,cow,2022-01-13 21:16:45
1241,Road 1,car,2022-01-13 04:34:23
1242,Road 3,cow,2022-01-13 00:43:24
